========================================================================================================================
MATERIAL CLOSURE ANALYSIS SUMMARY - ALL MACHINES
========================================================================================================================

Machine ID                                 Total Mass     ISRU %   Import %    Unres %
furnace_basic                                   300.0 kg      97.1%       2.9%       0.0%
furnace                                         900.0 kg      97.1%       2.9%       0.0%
drying_oven                                     120.0 kg      97.2%       2.8%       0.0%
electrolysis_cell_unit_v0                        25.0 kg      97.5%       2.5%       0.0%
lab_v0                                           60.0 kg      97.7%       2.3%       0.0%
lab                                              60.0 kg      97.7%       2.3%       0.0%
yn_mlp_network_hardware_v0                       40.0 kg      98.0%       2.0%       0.0%
chemical_reactor_basic                          500.0 kg      98.3%       1.7%       0.0%
sintering_furnace_v0                            950.0 kg      98.6%       1.4%       0.0%
casting_furnace_v0                              900.0 kg      98.6%       1.4%       0.0%
glass_furnace_v0                               1400.0 kg      98.6%       1.4%       0.0%
mre_reactor_v0                                 1600.0 kg      98.6%       1.4%       0.0%
high_temp_furnace_v0                           1500.0 kg      98.6%       1.4%       0.0%
reduction_furnace_v0                           1300.0 kg      98.6%       1.4%       0.0%
chemical_reactor_heated                         600.0 kg      98.7%       1.3%       0.0%
chemical_reactor_heated_v0_v0                   600.0 kg      98.7%       1.3%       0.0%
chemical_reactor_heated_v0                      600.0 kg      98.7%       1.3%       0.0%
lidar_time_of_flight_simple_v0                    2.0 kg      98.8%       1.2%       0.0%
cryogenic_chiller_v0                            300.0 kg      98.9%       1.1%       0.0%
high_temperature_power_supply_v0                320.0 kg      98.9%       1.1%       0.0%
welding_power_supply_v0                         180.0 kg      98.9%       1.1%       0.0%
vibratory_feeder_v0                             320.0 kg      98.9%       1.1%       0.0%
radiator_panels_v0                              450.0 kg      98.9%       1.1%       0.0%
heating_system_low_temp                         120.0 kg      98.9%       1.1%       0.0%
heating_plate_or_induction_heater                25.0 kg      99.0%       1.0%       0.0%
chemical_processing_unit                        450.0 kg      99.0%       1.0%       0.0%
universal_turing_machine_lunar_v0               500.0 kg      99.2%       0.8%       0.0%
calibration_station                             150.0 kg      99.2%       0.8%       0.0%
self_description_tape_system_v0                 100.0 kg      99.2%       0.8%       0.0%
cartesian_gantry_assembler_v0                   200.0 kg      99.2%       0.8%       0.0%
cartesian_gantry_assembler_robot_v0             300.0 kg      99.2%       0.8%       0.0%
crucible_set                                     50.0 kg      99.4%       0.6%       0.0%
pete_photon_enhanced_thermionic_v0              100.0 kg      99.4%       0.6%       0.0%
hot_press_v0                                    950.0 kg      99.5%       0.5%       0.0%
gas_chromatograph_simple_v0                      25.0 kg      99.5%       0.5%       0.0%
power_storage_bank_v0                           320.0 kg      99.6%       0.4%       0.0%
steel_forming_press                            2000.0 kg      99.6%       0.4%       0.0%
optical_metrology_tools                          40.0 kg      99.6%       0.4%       0.0%
ffc_reactor_enhanced_v0                        1200.0 kg      99.6%       0.4%       0.0%
ffc_reactor_unit_v0                             250.0 kg      99.6%       0.4%       0.0%
thermionic_power_system_v0                      500.0 kg      99.7%       0.3%       0.0%
milling_machine_cnc                            1200.0 kg      99.7%       0.3%       0.0%
bench_grinder                                    35.0 kg      99.7%       0.3%       0.0%
thermal_water_extractor                         300.0 kg      99.7%       0.3%       0.0%
balancing_machine                               450.0 kg      99.7%       0.3%       0.0%
test_equipment_electronics                       30.0 kg      99.7%       0.3%       0.0%
labor_bot_general_v0                            120.0 kg      99.7%       0.3%       0.0%
heliostat_array_system_v0                      5000.0 kg      99.8%       0.2%       0.0%
insulation_resistance_tester                      6.0 kg      99.8%       0.2%       0.0%
hip_press_unit_v0                              1000.0 kg      99.8%       0.2%       0.0%
water_electrolysis_system_v0                    150.0 kg      99.8%       0.2%       0.0%
wire_arc_additive_machine                      1800.0 kg      99.8%       0.2%       0.0%
wire_arc_additive_machine_v0                    850.0 kg      99.8%       0.2%       0.0%
ammonia_recovery_unit_v0                        400.0 kg      99.8%       0.2%       0.0%
solar_array_cleaning_brush_v0                    25.0 kg      99.8%       0.2%       0.0%
analog_test_bench_neural_v0                     100.0 kg      99.8%       0.2%       0.0%
magnetic_separator                              120.0 kg      99.8%       0.2%       0.0%
water_electrolyzer_v0                           180.0 kg      99.8%       0.2%       0.0%
electrolyzer_pem_v0_v0                          260.0 kg      99.8%       0.2%       0.0%
electrolyzer_pem_v0                             260.0 kg      99.8%       0.2%       0.0%
stamping_press_basic                           1000.0 kg      99.8%       0.2%       0.0%
fabrication_station                             100.0 kg      99.8%       0.2%       0.0%
coordinate_measuring_machine_v0                 900.0 kg      99.9%       0.1%       0.0%
coordinate_measuring_machine                    800.0 kg      99.9%       0.1%       0.0%
acid_reactor_v0                                 250.0 kg      99.9%       0.1%       0.0%
cryogenic_separation_system_v0                  800.0 kg      99.9%       0.1%       0.0%
stepper_motor_v0                                  2.0 kg      99.9%       0.1%       0.0%
thermionic_generator                            350.0 kg      99.9%       0.1%       0.0%
labor_bot_basic_v0                              120.0 kg      99.9%       0.1%       0.0%
flywheel_motor_generator_v0                     400.0 kg      99.9%       0.1%       0.0%
cell_sealer_station                             250.0 kg      99.9%       0.1%       0.0%
core_memory_threading_machine_v0                200.0 kg      99.9%       0.1%       0.0%
welding_spot_welder_v0                          100.0 kg      99.9%       0.1%       0.0%
quench_tank                                     200.0 kg      99.9%       0.1%       0.0%
delta_robot_v0                                   80.0 kg      99.9%       0.1%       0.0%
loader_small                                   5000.0 kg      99.9%       0.1%       0.0%
thermionic_converter_v0                          45.0 kg      99.9%       0.1%       0.0%
mixing_station                                   50.0 kg      99.9%       0.1%       0.0%
fiber_spinneret_v0                               40.0 kg      99.9%       0.1%       0.0%
annealing_oven_small                            180.0 kg      99.9%       0.1%       0.0%
computer_workstation                             12.0 kg      99.9%       0.1%       0.0%
ebf3_wire_feed_machine_v0                       400.0 kg      99.9%       0.1%       0.0%
pressure_test_rig_basic_v0                      600.0 kg      99.9%       0.1%       0.0%
pressure_test_rig_basic                         600.0 kg      99.9%       0.1%       0.0%
data_handler_unit_v0                              3.0 kg      99.9%       0.1%       0.0%
ratslam_hardware_implementation_v0                3.0 kg      99.9%       0.1%       0.0%
assembly_tools_basic                             50.0 kg      99.9%       0.1%       0.0%
coil_winding_machine                            120.0 kg      99.9%       0.1%       0.0%
coil_winding_machine_v0                         120.0 kg      99.9%       0.1%       0.0%
assembly_station_v0                             200.0 kg      99.9%       0.1%       0.0%
assembly_station                                 80.0 kg      99.9%       0.1%       0.0%
gas_handling_loop_v0                            120.0 kg      99.9%       0.1%       0.0%
neural_network_training_system_v0               500.0 kg      99.9%       0.1%       0.0%
magnetic_separator_drum_v0                      750.0 kg      99.9%       0.1%       0.0%
grinder_surface_v0                              350.0 kg      99.9%       0.1%       0.0%
surface_grinder                                1200.0 kg      99.9%       0.1%       0.0%
hot_wire_cutter_v0                               40.0 kg      99.9%       0.1%       0.0%
spinning_machine_v0                             300.0 kg      99.9%       0.1%       0.0%
spin_coating_station_v0                          50.0 kg      99.9%       0.1%       0.0%
vapor_capture_system_v0                          80.0 kg      99.9%       0.1%       0.0%
power_hammer_or_press_v0                        200.0 kg      99.9%       0.1%       0.0%
power_hammer_or_press                           500.0 kg      99.9%       0.1%       0.0%
vibrating_screen_v0                             180.0 kg      99.9%       0.1%       0.0%
press_hydraulic                                 250.0 kg      99.9%       0.1%       0.0%
inert_atmosphere_system                         100.0 kg      99.9%       0.1%       0.0%
mineral_processing_unit                         800.0 kg      99.9%       0.1%       0.0%
plate_rolling_mill                             1500.0 kg      99.9%       0.1%       0.0%
bearing_grinding_machine_v0                     350.0 kg      99.9%       0.1%       0.0%
measurement_equipment                            30.0 kg      99.9%       0.1%       0.0%
visual_odometry_system_v0_v0                      6.0 kg      99.9%       0.1%       0.0%
visual_odometry_system_v0                         6.0 kg      99.9%       0.1%       0.0%
air_compressor_small                             25.0 kg     100.0%       0.0%       0.0%
cryogenic_chiller_provider_v0                   600.0 kg     100.0%       0.0%       0.0%
cryogenic_chiller_provider_v0_v0                600.0 kg     100.0%       0.0%       0.0%
polishing_station                               120.0 kg     100.0%       0.0%       0.0%
welding_tig_unit_v0                             120.0 kg     100.0%       0.0%       0.0%
chemical_reactor_unit_v1_v0                    1200.0 kg     100.0%       0.0%       0.0%
chemical_reactor_unit_v1                        220.0 kg     100.0%       0.0%       0.0%
induction_furnace_v0                           1200.0 kg     100.0%       0.0%       0.0%
hpht_furnace_v0                                1000.0 kg     100.0%       0.0%       0.0%
reactor_heating_cooling_system_v0               800.0 kg     100.0%       0.0%       0.0%
press_brake                                    1200.0 kg     100.0%       0.0%       0.0%
press_brake_v0                                 1200.0 kg     100.0%       0.0%       0.0%
milling_machine_general_v0                      600.0 kg     100.0%       0.0%       0.0%
milling_machine_v0                              850.0 kg     100.0%       0.0%       0.0%
hydraulic_pump_unit_basic                       120.0 kg     100.0%       0.0%       0.0%
conveyor_belt_small                             120.0 kg     100.0%       0.0%       0.0%
soldering_station                                 8.0 kg     100.0%       0.0%       0.0%
basic_fabrication_station_v0                    500.0 kg     100.0%       0.0%       0.0%
basic_fabrication_station                       450.0 kg     100.0%       0.0%       0.0%
low_temp_oven                                   300.0 kg     100.0%       0.0%       0.0%
czochralski_puller_v0                           500.0 kg     100.0%       0.0%       0.0%
lattice_builder_gantry_robot_v0                1100.0 kg     100.0%       0.0%       0.0%
punch_press_drill                               400.0 kg     100.0%       0.0%       0.0%
pcb_fab_station                                 350.0 kg     100.0%       0.0%       0.0%
electronic_assembly_v0                           50.0 kg     100.0%       0.0%       0.0%
test_bench_electrical                           200.0 kg     100.0%       0.0%       0.0%
thermionic_topping_cycle_v0                     120.0 kg     100.0%       0.0%       0.0%
power_conditioning_equipment                     80.0 kg     100.0%       0.0%       0.0%
inverter_dc_to_ac_v0                             25.0 kg     100.0%       0.0%       0.0%
drill_press_v0                                  120.0 kg     100.0%       0.0%       0.0%
drill_press                                     100.0 kg     100.0%       0.0%       0.0%
carbonyl_safety_system_v0_v0                     60.0 kg     100.0%       0.0%       0.0%
carbonyl_safety_system_v0                        60.0 kg     100.0%       0.0%       0.0%
carbon_safety_system_v0_v0                       60.0 kg     100.0%       0.0%       0.0%
mining_equipment                               5000.0 kg     100.0%       0.0%       0.0%
co2_co_ratio_control_ffc_v0                       2.0 kg     100.0%       0.0%       0.0%
material_preparation_equipment                  200.0 kg     100.0%       0.0%       0.0%
pcb_fab_equipment                               250.0 kg     100.0%       0.0%       0.0%
brazing_furnace_v0                              350.0 kg     100.0%       0.0%       0.0%
tube_sealing_torch                               25.0 kg     100.0%       0.0%       0.0%
hydrogen_oxygen_torch_v0                         15.0 kg     100.0%       0.0%       0.0%
resource_3d_printer_basic_v0                    100.0 kg     100.0%       0.0%       0.0%
resource_3d_printer_cartesian_v0_machine        120.0 kg     100.0%       0.0%       0.0%
precision_grinding_system_v0                    600.0 kg     100.0%       0.0%       0.0%
machine_vision_processing_v0_v0                   6.0 kg     100.0%       0.0%       0.0%
machine_vision_processing_v0                      6.0 kg     100.0%       0.0%       0.0%
bending_machine_v0                              900.0 kg     100.0%       0.0%       0.0%
press_brake_or_roller                           300.0 kg     100.0%       0.0%       0.0%
labor_bot_specialist_v0                         180.0 kg     100.0%       0.0%       0.0%
radio_transmitter_vacuum_tube_v0                 50.0 kg     100.0%       0.0%       0.0%
winding_machine                                 150.0 kg     100.0%       0.0%       0.0%
mixer_or_blender                                 80.0 kg     100.0%       0.0%       0.0%
molding_press_v0                               1500.0 kg     100.0%       0.0%       0.0%
molding_press                                   300.0 kg     100.0%       0.0%       0.0%
stewart_platform_calibrator                     150.0 kg     100.0%       0.0%       0.0%
universal_constructor_system_v0                1000.0 kg     100.0%       0.0%       0.0%
fiber_drawing_tower                             500.0 kg     100.0%       0.0%       0.0%
furnace_high_temp                               800.0 kg     100.0%       0.0%       0.0%
carbon_safety_system_v0                          60.0 kg     100.0%       0.0%       0.0%
formation_rack                                  400.0 kg     100.0%       0.0%       0.0%
signal_generator_analog_v0                       15.0 kg     100.0%       0.0%       0.0%
regolith_brick_press_v0                        1200.0 kg     100.0%       0.0%       0.0%
pheromone_digital_system_v0                       0.0 kg     100.0%       0.0%       0.0%
tensioning_equipment                             25.0 kg     100.0%       0.0%       0.0%
controlled_atmosphere_chamber                   250.0 kg     100.0%       0.0%       0.0%
surface_treatment_station                       300.0 kg     100.0%       0.0%       0.0%
surface_treatment_station_v0                   1200.0 kg     100.0%       0.0%       0.0%
lattice_builder_gantry_v0                      1200.0 kg     100.0%       0.0%       0.0%
power_supply_unit_v0                             60.0 kg     100.0%       0.0%       0.0%
power_unit                                      100.0 kg     100.0%       0.0%       0.0%
hydraulic_power_unit_basic                      150.0 kg     100.0%       0.0%       0.0%
electrical_test_equipment                        40.0 kg     100.0%       0.0%       0.0%
chemical_separation_equipment                   200.0 kg     100.0%       0.0%       0.0%
electrolyzer_alkaline_v0                       1100.0 kg     100.0%       0.0%       0.0%
solar_tracking_optional                         150.0 kg     100.0%       0.0%       0.0%
conveyor_belt_system_v0                          60.0 kg     100.0%       0.0%       0.0%
forging_press_v0                                850.0 kg     100.0%       0.0%       0.0%
water_auger_dryer_ladi_v0                       300.0 kg     100.0%       0.0%       0.0%
glove_box_or_dry_room                           200.0 kg     100.0%       0.0%       0.0%
glassworking_station                             80.0 kg     100.0%       0.0%       0.0%
hardness_tester_v0                               20.0 kg     100.0%       0.0%       0.0%
signal_generator                                 25.0 kg     100.0%       0.0%       0.0%
hydraulic_press_small                           150.0 kg     100.0%       0.0%       0.0%
material_handling_equipment                     400.0 kg     100.0%       0.0%       0.0%
metal_shear_or_saw                              350.0 kg     100.0%       0.0%       0.0%
hydraulic_press                                 600.0 kg     100.0%       0.0%       0.0%
molding_press_basic                             300.0 kg     100.0%       0.0%       0.0%
loom_or_knitting_machine                        120.0 kg     100.0%       0.0%       0.0%
robot_gripper_multi_finger_v0                     6.0 kg     100.0%       0.0%       0.0%
powder_mill_and_mixer                           200.0 kg     100.0%       0.0%       0.0%
kiln_ceramic                                    400.0 kg     100.0%       0.0%       0.0%
neims_control_system_v0                           2.0 kg     100.0%       0.0%       0.0%
vacuum_chamber                                  150.0 kg     100.0%       0.0%       0.0%
refractory_installation_tools                    10.0 kg     100.0%       0.0%       0.0%
lathe_engine_v0                                 180.0 kg     100.0%       0.0%       0.0%
heat_pipe_receiver_v0                            60.0 kg     100.0%       0.0%       0.0%
scara_robot_v0                                   60.0 kg     100.0%       0.0%       0.0%
rover_communication_system_v0                   250.0 kg     100.0%       0.0%       0.0%
obstacle_avoidance_ai_v0                          1.0 kg     100.0%       0.0%       0.0%
path_planning_algorithm_v0                        1.0 kg     100.0%       0.0%       0.0%
resource_prospecting_ai_v0                        1.0 kg     100.0%       0.0%       0.0%
excavator_basic                                3000.0 kg     100.0%       0.0%       0.0%
precision_lathe                                1200.0 kg     100.0%       0.0%       0.0%
magnetization_station_v0                         60.0 kg     100.0%       0.0%       0.0%
coating_station                                 120.0 kg     100.0%       0.0%       0.0%
coating_station_v0                              120.0 kg     100.0%       0.0%       0.0%
gravity_separator                               180.0 kg     100.0%       0.0%       0.0%
dynamic_balancing_stand_v0                       70.0 kg     100.0%       0.0%       0.0%
electric_motor_3_phase_5kw                       25.0 kg     100.0%       0.0%       0.0%
drilling_equipment_v0                           500.0 kg     100.0%       0.0%       0.0%
ant_colony_optimization_v0                       20.0 kg     100.0%       0.0%       0.0%
forge_or_induction_heater                      1500.0 kg     100.0%       0.0%       0.0%
forge_or_induction_heater_v0                   1800.0 kg     100.0%       0.0%       0.0%
order_holon_v0                                    1.0 kg     100.0%       0.0%       0.0%
fms_control_system_v0                            25.0 kg     100.0%       0.0%       0.0%
fms_control_system_v0_v0                         25.0 kg     100.0%       0.0%       0.0%
rock_crusher_basic                              500.0 kg     100.0%       0.0%       0.0%
gear_hobbing_machine_v0                         900.0 kg     100.0%       0.0%       0.0%
jaw_crusher_v0                                  900.0 kg     100.0%       0.0%       0.0%
crusher_basic                                   600.0 kg     100.0%       0.0%       0.0%
roll_grinding_lathe_or_cylindrical_grinder_v0        600.0 kg     100.0%       0.0%       0.0%
ball_mill_v0                                   1100.0 kg     100.0%       0.0%       0.0%
welding_arc_welder_v0                            45.0 kg     100.0%       0.0%       0.0%
extraction_unit                                 200.0 kg     100.0%       0.0%       0.0%
punch_press_or_drill                            350.0 kg     100.0%       0.0%       0.0%
plastic_extruder                                250.0 kg     100.0%       0.0%       0.0%
plastic_extruder_v0                             250.0 kg     100.0%       0.0%       0.0%
encapsulation_station                            80.0 kg     100.0%       0.0%       0.0%
pressing_tools                                  150.0 kg     100.0%       0.0%       0.0%
microstructure_analysis_system_v0               120.0 kg     100.0%       0.0%       0.0%
rolling_mill_or_brake                           800.0 kg     100.0%       0.0%       0.0%
ebm_powder_handling_system_v0                    60.0 kg     100.0%       0.0%       0.0%
cement_mixer_small                              120.0 kg     100.0%       0.0%       0.0%
precision_stage                                  75.0 kg     100.0%       0.0%       0.0%
dust_collection_system                          180.0 kg     100.0%       0.0%       0.0%
cold_trap_module_v0                             120.0 kg     100.0%       0.0%       0.0%
power_supply_high_voltage                        60.0 kg     100.0%       0.0%       0.0%
regolith_brick_press_hydraulic_v0              2000.0 kg     100.0%       0.0%       0.0%
rolling_mill_v0                                1200.0 kg     100.0%       0.0%       0.0%
rolling_mill                                    800.0 kg     100.0%       0.0%       0.0%
nife_meteorite_magnetic_detection_v0             12.0 kg     100.0%       0.0%       0.0%
power_supply_bench                               25.0 kg     100.0%       0.0%       0.0%
power_management_system                         100.0 kg     100.0%       0.0%       0.0%
pelletizer_v0                                    40.0 kg     100.0%       0.0%       0.0%
ffc_power_supply_controlled_v0                  200.0 kg     100.0%       0.0%       0.0%
optical_microscope_v0                            15.0 kg     100.0%       0.0%       0.0%
powder_quality_analysis_v0                       30.0 kg     100.0%       0.0%       0.0%
grinder_cylindrical_v0                          600.0 kg     100.0%       0.0%       0.0%
cnc_mill_v0_v0                                  600.0 kg     100.0%       0.0%       0.0%
cnc_mill_v0                                     600.0 kg     100.0%       0.0%       0.0%
cnc_mill                                        600.0 kg     100.0%       0.0%       0.0%
vacuum_pump_station                              40.0 kg     100.0%       0.0%       0.0%
3d_printer_basic_v0                              40.0 kg     100.0%       0.0%       0.0%
vacuum_pump_small                                35.0 kg     100.0%       0.0%       0.0%
optical_comparator_v0                            80.0 kg     100.0%       0.0%       0.0%
build_atmosphere_control_v0                     100.0 kg     100.0%       0.0%       0.0%
generic_chemical_reactor_v0                     250.0 kg     100.0%       0.0%       0.0%
lens_machine_lunar_v0                           600.0 kg     100.0%       0.0%       0.0%
slm_machine_lunar_v0                            500.0 kg     100.0%       0.0%       0.0%
microwave_sintering_equipment_v0                120.0 kg     100.0%       0.0%       0.0%
tensile_test_machine_v0                         350.0 kg     100.0%       0.0%       0.0%
analog_test_bench_neural_circuits_v0             60.0 kg     100.0%       0.0%       0.0%
lab_v0_v0                                        60.0 kg     100.0%       0.0%       0.0%
cutting_station_basic_v0                         60.0 kg     100.0%       0.0%       0.0%
centrifugal_separator_v0                        250.0 kg     100.0%       0.0%       0.0%
vacuum_furnace_v0                              1200.0 kg     100.0%       0.0%       0.0%
contact_material_application_station_v0         150.0 kg     100.0%       0.0%       0.0%
power_conditioner                               100.0 kg     100.0%       0.0%       0.0%
crystallization_unit_v0                         500.0 kg     100.0%       0.0%       0.0%
carbon_feeder_screw                             100.0 kg     100.0%       0.0%       0.0%
tube_bender                                     200.0 kg     100.0%       0.0%       0.0%
heat_pipe_solar_receiver_v0                     150.0 kg     100.0%       0.0%       0.0%
screening_equipment_v0                           60.0 kg     100.0%       0.0%       0.0%
cooling_chamber_controlled                      150.0 kg     100.0%       0.0%       0.0%
cutting_tools_general                            30.0 kg     100.0%       0.0%       0.0%
cryocooler_active_v0                             25.0 kg     100.0%       0.0%       0.0%
amari_neural_field_hardware_v0                    2.0 kg     100.0%       0.0%       0.0%
hydraulic_assembly_tools                         15.0 kg     100.0%       0.0%       0.0%
fixturing_workbench                             150.0 kg     100.0%       0.0%       0.0%
manufacturing_cell_v0                          1500.0 kg     100.0%       0.0%       0.0%
cleaning_station_basic_v0                        60.0 kg     100.0%       0.0%       0.0%
powder_compactor_v0                             600.0 kg     100.0%       0.0%       0.0%
packed_bed_distillation_v0                     1200.0 kg     100.0%       0.0%       0.0%
metal_powder_sieving_system_v0                   60.0 kg     100.0%       0.0%       0.0%
ebm_machine_lunar_v0                           1800.0 kg     100.0%       0.0%       0.0%
distillation_column_simple_v0                   180.0 kg     100.0%       0.0%       0.0%
pellet_press                                    800.0 kg     100.0%       0.0%       0.0%
rms_reconfigurable_system_v0                    200.0 kg     100.0%       0.0%       0.0%
rivet_installation_tool_v0                        8.0 kg     100.0%       0.0%       0.0%
filtration_unit                                 180.0 kg     100.0%       0.0%       0.0%
robot_gripper_parallel_jaw_v0                     5.0 kg     100.0%       0.0%       0.0%
assembly_workbench_v0                           120.0 kg     100.0%       0.0%       0.0%
strain_gauge_bonding_station_v0                  25.0 kg     100.0%       0.0%       0.0%
demonstrated_solar_concentrator_2017_v0         100.0 kg     100.0%       0.0%       0.0%
powder_mixer                                     80.0 kg     100.0%       0.0%       0.0%
chemical_reactor_unit_v0                       1200.0 kg     100.0%       0.0%       0.0%
cellular_manufacturing_layout_v0                  1.0 kg     100.0%       0.0%       0.0%
welding_consumables                              25.0 kg     100.0%       0.0%       0.0%
water_purification_distillation_v0              120.0 kg     100.0%       0.0%       0.0%
filler_material_station_v0                       15.0 kg     100.0%       0.0%       0.0%
wire_crimping_tools                               5.0 kg     100.0%       0.0%       0.0%
heat_transport_system                           120.0 kg     100.0%       0.0%       0.0%
wheel_load_cell_system_v0                        60.0 kg     100.0%       0.0%       0.0%
screening_equipment                              60.0 kg     100.0%       0.0%       0.0%
heat_pipe_solar_receiver_advanced_v0            150.0 kg     100.0%       0.0%       0.0%

========================================================================================================================


================================================================================
CLOSURE ANALYSIS: PCB fabrication station (pcb_fab_station)
================================================================================

Machine Total Mass: 350.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     9770.00 kg  (100.0%)
  Imported:                    2.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         9772.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_carbonaceous                                   5250.00 kg    5250.00 kg
  raw_ore_or_regolith                                     2100.00 kg    2100.00 kg
  regolith_raw                                            2000.00 kg    2000.00 kg
  lunar_regolith_in_situ                                   420.00 kg     420.00 kg
  solar_irradiance                                        100.00 kWh       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  electronic_components_set                               1.00 count       2.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Sintering furnace v0 (sintering_furnace_v0)
================================================================================

Machine Total Mass: 950.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      617.51 kg  ( 98.6%)
  Imported:                    9.00 kg  (  1.4%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          626.51 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_raw                                             510.33 kg     510.33 kg
  lunar_regolith_in_situ                                   107.17 kg     107.17 kg
  regolith_carbonaceous                                      0.01 kg       0.01 kg
  raw_ore_or_regolith                                        0.00 kg       0.00 kg
  solar_irradiance                                         25.52 kWh       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  sensor_suite_general                                    1.00 count       5.00 kg
  temperature_sensing                                     1.00 count       2.00 kg
  control_compute_module_imported                         1.00 count       2.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Laser Engineered Net Shaping Lunar Machine v0 (lens_machine_lunar_v0)
================================================================================

Machine Total Mass: 600.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):   835020.34 kg  (100.0%)
  Imported:                    1.66 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:       835022.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_raw                                          684004.01 kg  684004.01 kg
  lunar_regolith_in_situ                                143432.12 kg  143432.12 kg
  regolith_carbonaceous                                   5417.71 kg    5417.71 kg
  raw_ore_or_regolith                                     2166.50 kg    2166.50 kg
  solar_irradiance                                      34200.33 kWh       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  electronic_components_set                                0.73 unit       0.93 kg
  import_magnesium_powder                                    0.47 kg       0.47 kg
  copper_rod_ingot                                           0.11 kg       0.11 kg
  emulsifying_oil                                            0.05 kg       0.05 kg
  etching_chemicals                                          0.05 kg       0.05 kg
  salt_waste                                                 0.02 kg       0.02 kg
  corrosion_inhibitor                                        0.01 kg       0.01 kg
  biocide_additive                                           0.01 kg       0.01 kg
  voltage_regulator_ic                                     0.22 each       0.00 kg
  crystal_oscillator_timing                                0.22 each       0.00 kg
  resistor_chip_smd                                        3.26 each       0.00 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 0.10 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Cement mixer (small) (cement_mixer_small)
================================================================================

Machine Total Mass: 120.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):    32756.26 kg  (100.0%)
  Imported:                    0.61 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        32756.87 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
